file,utterance_id,stt_transcript,llm_response,tts_output_path,stt_latency_s,llm_latency_s,tts_latency_s,total_latency_s,wer,cer,error
2308_audio13.wav,audio13,Jelaskan step by step cara booking flight ke Jeddah secara online.,"Untuk memesan tiket pesawat ke Jeddah secara daring, pertama kunjungi situs web maskapai atau agen perjalanan online. Masukkan detail penerbangan seperti tujuan, tanggal, dan jumlah penumpang, lalu cari penerbangan yang sesuai.

Setelah memilih penerbangan, Anda akan diminta mengisi data diri penumpang dan melanjutkan ke proses pembayaran. Konfirmasi pemesanan akan dikirimkan ke email Anda.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2308_audio13_response.wav,4.702,3.491,13.267,21.464,0.0909,0.0182,
2308_audio15.wav,audio15,"Please make a checklist of the preparation for umrah, including ""BARANG WAJIB"" in the bottom.","Tentu, berikut adalah daftar persiapan Umrah yang bisa Anda gunakan:

**Persiapan Umum Umrah:**
*   Pastikan dokumen seperti paspor, visa, tiket pesawat, dan kartu identitas sudah lengkap dan valid.
*   Lakukan vaksinasi yang diwajibkan atau disarankan (misalnya meningitis dan influenza) dan siapkan obat-obatan pribadi.
*   Siapkan mata uang Riyal Saudi dan uang tunai secukupnya, serta kartu debit/kredit.
*   Ikuti pembekalan manasik Umrah dan bawa buku panduan doa atau aplikasi yang relevan.
*   Siapkan pakaian ihram (dua set untuk pria), pakaian ganti yang nyaman dan menutup aurat, serta jaket tipis jika diperlukan.
*   Bawa perlengkapan komunikasi seperti ponsel, power bank, dan adaptor listrik.

**BARANG WAJIB:**
*   Dua set pakaian Ihram (untuk pria)
*   Paspor, Visa, dan Tiket Pesawat
*   Obat-obatan pribadi (sesuai kebutuhan)
*   Sandal atau sepatu yang nyaman dan mudah dilepas
*   Perlengkapan mandi tanpa wewangian (sabun, sampo, pasta gigi)
*   Dompet berisi uang tunai Riyal dan kartu pembayaran
*   Charger ponsel dan power bank
*   Masker dan hand sanitizer",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2308_audio15_response.wav,4.793,8.13,21.116,34.05,1.5556,0.7931,
2308_audio17.wav,audio17,"According to you, learning Arabic is not difficult for you?","Sebagai model bahasa AI, saya tidak mengalami kesulitan atau kemudahan dalam belajar seperti manusia. Saya dilatih menggunakan data teks dalam berbagai bahasa, termasuk bahasa Arab, sehingga saya dapat memproses dan menghasilkan teks dalam bahasa tersebut.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2308_audio17_response.wav,4.729,2.114,12.852,19.699,1.0,0.8,
2309_audio01.wav,audio01,Aku mau book flight ke Jeddah minggu depan. Bisa bantu schedule.,"Saya tidak bisa membantu menjadwalkan atau mencari penerbangan secara *real-time* karena saya adalah asisten AI. Untuk mencari jadwal penerbangan ke Jeddah minggu depan, Anda bisa mengunjungi situs web maskapai penerbangan langsung atau agen perjalanan *online*. Di sana Anda dapat memasukkan tanggal dan melihat pilihan penerbangan yang tersedia.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2309_audio01_response.wav,4.71,2.113,12.987,19.815,0.1818,0.037,
2309_audio02.wav,audio02,"Aku butuh travel umrah simple, tapi include Madinah visit.","[ERROR] 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",,4.729,1.124,,,0.2222,0.0417,"[ERROR] 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
2309_audio03.wav,audio03,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow?,"Mohon maaf, sebagai asisten AI, saya tidak bisa langsung membantu Anda mengatur transportasi atau membuat pemesanan.

Namun, Anda memiliki beberapa pilihan untuk perjalanan dari Jeddah ke Madinah:
*   **Kereta Cepat Haramain:** Ini adalah pilihan yang cepat dan nyaman. Anda bisa memesan tiket secara daring atau di stasiun.
*   **Taksi:** Anda bisa menggunakan layanan taksi konvensional atau aplikasi taksi online.
*   **Bus:** Ada layanan bus reguler yang beroperasi antara kedua kota.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2309_audio03_response.wav,4.669,2.091,15.005,21.77,0.0909,0.0179,
2309_audio04.wav,audio04,Explain step by step cara apply visa Saudi dengan benar.,"Untuk mengajukan visa Saudi, langkah pertama adalah menentukan jenis visa yang Anda butuhkan (misalnya Umrah, turis, atau bisnis).

Setelah itu, kumpulkan dokumen yang diperlukan seperti paspor yang masih berlaku, foto sesuai standar, dan dokumen pendukung lainnya sesuai jenis visa. Untuk visa Umrah, biasanya melalui agen perjalanan resmi, sedangkan visa turis bisa diajukan secara daring melalui portal e-Visa resmi atau aplikasi Nusuk.

Isi formulir aplikasi dengan lengkap dan benar, bayar biaya visa, lalu kirimkan aplikasi Anda. Tunggu proses persetujuan dan penerbitan visa.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2309_audio04_response.wav,4.699,3.037,16.76,24.503,0.1,0.0217,
2309_audio05.wav,audio05,"""Ya Akhi, Uridu Bookfly ila jadda al-usbu' al-qadim.""
 ""Hal bisa bantu ajidda afdal schedule wa rihla tam mubasharah?""","Afwan, Ya Akhi. Sebagai asisten AI, saya tidak bisa langsung membantu Anda mencari jadwal penerbangan atau memesan tiket secara *real-time*.

Namun, Anda bisa mencari penerbangan ke Jeddah minggu depan melalui situs web maskapai penerbangan langsung atau agen perjalanan *online*. Anda dapat menyaring hasil pencarian untuk menemukan penerbangan langsung dan jadwal terbaik yang sesuai.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2309_audio05_response.wav,5.23,1.976,13.346,20.56,0.6842,0.1735,
2309_audio06.wav,audio06,Uridu arranged transport min Jeddah ila Madinah hodan,"Afwan, saya tidak bisa langsung membantu Anda mengatur transportasi atau membuat pemesanan.

Namun, Anda bisa memilih beberapa opsi untuk transportasi dari Jeddah ke Madinah besok:
*   **Kereta Cepat Haramain:** Cepat dan nyaman, tiket bisa dibeli online atau di stasiun.
*   **Taksi:** Bisa menggunakan taksi konvensional atau aplikasi taksi online.
*   **Bus:** Tersedia layanan bus reguler antar kota.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2309_audio06_response.wav,4.692,1.952,13.518,20.17,0.25,0.0652,
2309_audio08.wav,audio08,Uridu schedule trip dari Jeddah ke Mekah besok pagi.,"Afwan, saya tidak bisa langsung membantu Anda mengatur jadwal perjalanan atau melakukan pemesanan.

Namun, untuk perjalanan dari Jeddah ke Mekah besok pagi, Anda bisa menggunakan beberapa pilihan:
*   **Taksi:** Baik taksi konvensional maupun aplikasi taksi online tersedia.
*   **Bus:** Ada layanan bus reguler yang beroperasi antara kedua kota.
*   **Mobil sewa:** Jika Anda ingin lebih fleksibel.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2309_audio08_response.wav,4.692,2.017,12.744,19.458,0.5556,0.3778,
2309_audio12.wav,audio12,Bagaimana proses visa Saudi untuk umroh dari Indonesia sekarang?,"Proses visa Umrah dari Indonesia saat ini sebagian besar dilakukan secara daring melalui agen perjalanan resmi yang berlisensi. Jemaah akan mendaftar dengan melengkapi dokumen seperti paspor dan foto, kemudian visa diterbitkan secara elektronik. Aplikasi Nusuk juga kini penting untuk berbagai layanan terkait Umrah.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2309_audio12_response.wav,6.735,1.668,12.548,20.955,0.2222,0.0364,
2309_audio15.wav,audio15,"Please make a checklist of the preparation of the umrah, including the required bar.","Tentu, berikut adalah daftar persiapan Umrah yang bisa Anda gunakan:

**Persiapan Umum Umrah:**
*   Pastikan dokumen seperti paspor, visa, tiket pesawat, dan kartu identitas sudah lengkap dan valid.
*   Lakukan vaksinasi yang diwajibkan atau disarankan (misalnya meningitis dan influenza) dan siapkan obat-obatan pribadi.
*   Siapkan mata uang Riyal Saudi dan uang tunai secukupnya, serta kartu debit/kredit.
*   Ikuti pembekalan manasik Umrah dan bawa buku panduan doa atau aplikasi yang relevan.
*   Siapkan pakaian ihram (dua set untuk pria), pakaian ganti yang nyaman dan menutup aurat, serta jaket tipis jika diperlukan.
*   Bawa perlengkapan komunikasi seperti ponsel, power bank, dan adaptor listrik.

**BARANG WAJIB:**
*   Dua set pakaian Ihram (untuk pria)
*   Paspor, Visa, dan Tiket Pesawat
*   Obat-obatan pribadi (sesuai kebutuhan)
*   Sandal atau sepatu yang nyaman dan mudah dilepas
*   Perlengkapan mandi tanpa wewangian (sabun, sampo, pasta gigi)
*   Dompet berisi uang tunai Riyal dan kartu pembayaran
*   Charger ponsel dan power bank
*   Masker dan hand sanitizer",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2309_audio15_response.wav,4.711,3.123,20.963,28.806,1.4444,0.8276,
2309_audio17.wav,audio17,Menurut kamu belajar bahasa Arab itu susah gak untuk pemula?,"Belajar bahasa Arab untuk pemula bisa menjadi tantangan karena perbedaan struktur tata bahasa, sistem penulisan, dan pelafalan yang khas. Namun, dengan dedikasi, latihan rutin, dan sumber daya yang tepat, banyak pemula berhasil menguasainya. Motivasi yang kuat juga sangat membantu dalam proses belajarnya.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2309_audio17_response.wav,4.735,3.482,12.035,20.259,0.1,0.02,
2310_Audio01.wav,Audio01,"I want to book flight in the next week, can I help schedule?","[ERROR] 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",,4.758,1.945,,,,,"[ERROR] 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
2310_Audio02.wav,Audio02,I need simple travel but include Madinah visit,"Untuk perjalanan sederhana yang mencakup kunjungan ke Madinah, Anda bisa tiba di Jeddah, lalu langsung menuju Makkah untuk melakukan Umrah. Setelah itu, lanjutkan perjalanan ke Madinah untuk berziarah. Terakhir, Anda bisa kembali ke Jeddah untuk keberangkatan atau langsung terbang dari Madinah jika memungkinkan.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2310_Audio02_response.wav,4.196,2.467,12.455,19.122,,,
2310_Audio03.wav,Audio03,Can you help aku arrange transport dari Jeddah ke Madinah tomorrow?,"Mohon maaf, sebagai asisten AI, saya tidak bisa membantu Anda secara langsung untuk mengatur transportasi atau membuat pemesanan.

Namun, untuk perjalanan dari Jeddah ke Madinah besok, Anda memiliki beberapa pilihan:
*   **Kereta Cepat Haramain:** Ini adalah pilihan yang cepat dan nyaman; Anda bisa memesan tiket secara daring atau langsung di stasiun.
*   **Taksi:** Anda bisa menggunakan taksi konvensional atau memesan melalui aplikasi taksi online.
*   **Bus:** Ada juga layanan bus reguler yang beroperasi antara kedua kota.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2310_Audio03_response.wav,4.692,2.212,13.202,20.113,,,
2310_Audio04.wav,Audio04,Explain step-by-step cara apply visa Saudi dengan benar.,"Untuk mengajukan visa Saudi dengan benar, pertama tentukan jenis visa yang Anda butuhkan, seperti visa Umrah, turis, atau bisnis. Kemudian, kumpulkan semua dokumen yang diperlukan seperti paspor yang valid dan foto sesuai standar.

Selanjutnya, ajukan aplikasi melalui platform yang sesuai (misalnya, agen perjalanan resmi untuk Umrah, portal e-Visa untuk turis), isi formulir, bayar biaya, lalu kirimkan. Setelah itu, tunggu proses persetujuan dan penerbitan visa Anda.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2310_Audio04_response.wav,4.834,2.141,15.255,22.235,,,
2310_Audio05.wav,Audio05,"Ya Ahri, Uridu Bookflag Ilajadah Al-Usbu'al Qadim
 Hal bisa bantu Ajida Afdal schedule warih latan Mubashiroh?","Afwan, Ya Akhi. Sebagai asisten AI, saya tidak bisa langsung membantu Anda mencari jadwal penerbangan atau memesan tiket secara *real-time*.

Namun, Anda bisa mencari penerbangan ke Jeddah untuk minggu depan melalui situs web maskapai penerbangan langsung atau agen perjalanan *online*. Di sana, Anda dapat memasukkan tanggal dan memilih opsi untuk menemukan penerbangan langsung serta jadwal terbaik yang sesuai dengan kebutuhan Anda.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2310_Audio05_response.wav,4.71,2.456,13.673,20.846,,,
2310_Audio06.wav,Audio06,Puridu arranged transport minjedah ila Madinah Wadan.,"Afwan, saya tidak bisa langsung membantu Anda mengatur transportasi atau membuat pemesanan.

Namun, Anda memiliki beberapa pilihan untuk perjalanan dari Jeddah ke Madinah besok:
*   **Kereta Cepat Haramain:** Ini adalah pilihan yang cepat dan nyaman; Anda bisa memesan tiket secara daring atau di stasiun.
*   **Taksi:** Anda bisa menggunakan layanan taksi konvensional atau aplikasi taksi online.
*   **Bus:** Ada layanan bus reguler yang beroperasi antara kedua kota.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2310_Audio06_response.wav,4.72,1.964,14.854,21.543,,,
2310_Audio07.wav,Audio07,Book flight ke Jeddah lalu lanjut ke Madinah. Schedule terbaik kapan?,"Mohon maaf, saya tidak bisa membantu memesankan tiket atau menentukan jadwal terbaik secara langsung karena saya adalah asisten AI. Jadwal terbaik akan sangat tergantung pada preferensi pribadi dan ketersediaan maskapai.

Untuk mencari penerbangan ke Jeddah, Anda bisa mengunjungi situs web maskapai penerbangan atau agen perjalanan *online*. Setelah tiba di Jeddah, Anda bisa melanjutkan perjalanan ke Madinah menggunakan kereta cepat Haramain, taksi, atau bus.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2310_Audio07_response.wav,4.708,2.278,13.872,20.863,,,
2310_Audio11.wav,Audio11,Why fasting in Ramadan is necessary for Muslims?,"Puasa di bulan Ramadan wajib bagi umat Muslim karena merupakan salah satu dari lima rukun Islam. Tujuannya untuk melatih kesabaran, meningkatkan ketakwaan, serta menumbuhkan rasa empati.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2310_Audio11_response.wav,4.684,9.201,10.646,24.535,,,
2310_Audio14.wav,Audio14,How to prepare dokumen umroh dari Indonesia dengan benar?,"Untuk dokumen umrah, pastikan Anda memiliki paspor yang berlaku minimal 6 bulan, visa umrah yang akan diurus melalui biro perjalanan resmi, dan sertifikat vaksin meningitis. Anda juga perlu menyiapkan KTP, Kartu Keluarga, dan pas foto terbaru sesuai ketentuan.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2310_Audio14_response.wav,4.704,3.804,12.666,21.18,,,
2310_Audio20.wav,Audio20,I want to go to Mecca next week.,"Untuk pergi ke Mekkah, Anda perlu mempersiapkan perjalanan dengan matang. Penting untuk mengurus visa umrah, tiket pesawat, dan akomodasi, yang biasanya membutuhkan waktu lebih dari seminggu untuk persiapan yang benar. Sebaiknya Anda menghubungi agen perjalanan umrah terdaftar secepatnya.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2310_Audio20_response.wav,4.81,2.144,12.155,19.113,,,
2311_audio01.wav,audio01,I want to book flight next week. Can you help schedule?,"Maaf, sebagai asisten AI, saya tidak bisa membantu secara langsung dalam memesan tiket pesawat atau menjadwalkan perjalanan. Anda bisa memesan tiket melalui situs web maskapai penerbangan, agen perjalanan online, atau biro perjalanan.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2311_audio01_response.wav,4.671,1.458,10.598,16.733,0.8182,0.6111,
2311_audio02.wav,audio02,"I need simple travel travel, but include Madinah visit","Tentu, untuk rencana perjalanan sederhana yang menyertakan Madinah, biasanya Anda akan tiba di Madinah terlebih dahulu. Di sana, Anda bisa mengunjungi Masjid Nabawi dan tempat-tempat bersejarah lainnya. Setelah itu, perjalanan dilanjutkan ke Mekkah untuk melaksanakan ibadah umrah, lalu kembali ke tanah air.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2311_audio02_response.wav,4.667,3.582,12.409,20.663,0.6667,0.4792,
2311_audio03.wav,audio03,Can you help aku arrange transport dari Jeddah ke Madinah Temuruh?,"Tentu, untuk transportasi dari Jeddah ke Madinah, ada beberapa pilihan yang bisa Anda pertimbangkan. Anda bisa menggunakan kereta cepat Haramain High-Speed Railway yang efisien, menyewa taksi pribadi, atau naik bus umum yang biasanya lebih ekonomis. Banyak biro perjalanan umrah juga menyediakan layanan transportasi ini.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2311_audio03_response.wav,4.661,2.628,13.632,20.924,0.0909,0.0893,
2311_audio04.wav,audio04,Explain step by step cara apply visa Saudi dengan benar,"Untuk mengajukan visa Saudi, langkah awal adalah menentukan jenis visa yang Anda butuhkan, lalu siapkan dokumen seperti paspor, foto, dan bukti akomodasi. Anda bisa mengajukannya secara online melalui platform resmi atau melalui agen yang ditunjuk. Setelah melengkapi formulir dan membayar biaya, tunggu proses persetujuan visa Anda.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2311_audio04_response.wav,4.721,2.739,12.465,19.929,0.0,0.0,
2311_audio05.wav,audio05,"Ya Akhi, Urinu Bookfly Ilha Jettah Al Usbual Qadim, Hal Bisa Bantu Adidha Afdal Schedule Warih Latan Mubasyirah?","Maaf, saya tidak bisa membantu secara langsung untuk memesan tiket pesawat atau mengatur jadwal penerbangan. Anda bisa mencari dan memesan tiket langsung ke Jeddah untuk minggu depan melalui situs web maskapai penerbangan atau agen perjalanan online.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2311_audio05_response.wav,4.66,2.113,10.56,17.34,0.6842,0.1429,
2311_audio06.wav,audio06,to arrange transport min Jeddah ila Madinah Ghadan,"Untuk transportasi dari Jeddah ke Madinah besok, Anda bisa menggunakan kereta cepat Haramain High-Speed Railway yang efisien. Pilihan lainnya adalah menyewa taksi pribadi atau menggunakan layanan bus umum.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2311_audio06_response.wav,4.671,1.868,11.165,17.709,0.125,0.1087,
2311_audio09.wav,audio09,Maybe transportation min makah ila madina for tomorrow.,"Untuk transportasi dari Mekkah ke Madinah besok, Anda bisa menggunakan kereta cepat Haramain High-Speed Railway yang efisien. Pilihan lainnya adalah naik bus yang banyak tersedia, atau menyewa taksi pribadi untuk kenyamanan lebih.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2311_audio09_response.wav,4.69,2.064,11.499,18.259,0.7778,0.5,
2311_audio12.wav,audio12,Bagaimana proses visa Saudi untuk Umrah dari Indonesia sekarang?,"[ERROR] 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",,4.677,1.203,,,0.1111,0.0182,"[ERROR] 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
2311_audio14.wav,audio14,How to prepare Dokumen Umroh dari Indonesia dengan benar?,"[ERROR] 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",,4.668,1.631,,,0.2222,0.0417,"[ERROR] 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
2311_audio17.wav,audio17,"In your opinion, learning Arabic is not difficult for you?","[ERROR] 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",,4.672,1.58,,,1.0,0.78,"[ERROR] 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
2312_audio1.wav,audio1,"Aku mau book flight ke Jeddah minggu depan, bisa bantu schedule?","Maaf, saya tidak bisa membantu secara langsung untuk memesan tiket pesawat atau menjadwalkan perjalanan Anda. Anda bisa memesan tiket ke Jeddah untuk minggu depan melalui situs web maskapai penerbangan atau agen perjalanan online.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2312_audio1_response.wav,4.683,1.884,12.511,19.086,,,
2312_audio11.wav,audio11,Kenapa fasting di Ramadan itu wajib bagi Muslim?,"Puasa di bulan Ramadan wajib bagi umat Muslim karena merupakan salah satu dari lima rukun Islam. Tujuannya untuk melatih kesabaran, meningkatkan ketakwaan, serta menumbuhkan rasa empati.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2312_audio11_response.wav,4.717,1.711,11.355,17.787,0.125,0.025,
2312_audio15.wav,audio15,Tolong buat checklist persiapan umrah termasuk barang wajib di bawah.,"Tentu, berikut adalah checklist persiapan umrah Anda:

**Dokumen:**
*   Paspor (berlaku minimal 6 bulan)
*   Visa Umrah
*   Kartu Tanda Penduduk (KTP)
*   Kartu Keluarga (KK)
*   Sertifikat Vaksin Meningitis & Covid-19
*   Tiket pesawat dan bukti akomodasi

**Kesehatan:**
*   Periksa kesehatan ke dokter
*   Obat-obatan pribadi yang rutin dikonsumsi
*   Vitamin

**Barang Wajib & Penting:**
*   Pakaian Ihram (2 set untuk pria)
*   Pakaian sopan dan tertutup (gamis/abaya, hijab panjang untuk wanita)
*   Alas kaki yang nyaman (sandal/sepatu)
*   Perlengkapan mandi tanpa pewangi (saat ihram)
*   Peralatan salat (mukena, sajadah kecil, tasbih)
*   Tas kecil/pouch untuk menyimpan dokumen dan uang
*   Masker dan hand sanitizer
*   Payung lipat kecil atau topi",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2312_audio15_response.wav,4.725,4.301,18.626,27.659,0.2222,0.0345,
2312_audio19.wav,audio19,Ah yanan saya bingung mulai dari mana untuk umrah,"Untuk memulai persiapan umrah, langkah pertama adalah memilih biro perjalanan umrah resmi yang terdaftar dan terpercaya. Mereka akan membantu Anda mengurus visa, tiket, akomodasi, serta membimbing Anda dalam setiap tahapan ibadah. Setelah itu, fokus pada persiapan dokumen penting seperti paspor dan vaksinasi.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2312_audio19_response.wav,4.694,2.587,11.568,18.855,0.25,0.0,
2312_audio2.wav,audio2,Aku butuh travel umrah simple tapi ikut Madinah visit.,"Untuk perjalanan umrah yang menyertakan Madinah, biasanya Anda akan terbang menuju Madinah terlebih dahulu. Di sana, Anda bisa beribadah di Masjid Nabawi dan berziarah ke tempat-tempat bersejarah. Setelah itu, rombongan akan menuju Mekkah untuk melaksanakan ibadah umrah, kemudian kembali ke tanah air dari Jeddah.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2312_audio2_response.wav,4.728,3.786,12.682,21.201,,,
2312_audio20.wav,audio20,translate ke english aku mau pergi ke makah minggu depan,"""I want to go to Mecca next week.""",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2312_audio20_response.wav,4.74,1.831,8.979,15.554,0.1,0.0208,
2312_audio3.wav,audio3,can you help aku arrange transport dari jeddah ke madinah tomorrow,"Untuk transportasi dari Jeddah ke Madinah besok, Anda bisa menggunakan kereta cepat Haramain High-Speed Railway yang efisien. Pilihan lainnya adalah menyewa taksi pribadi atau naik bus umum yang lebih ekonomis.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2312_audio3_response.wav,4.683,2.325,11.114,18.127,,,
2312_audio4.wav,audio4,Explain step by step cara apply visa Saudi dengan benar.,"Untuk mengajukan visa Saudi, pertama tentukan jenis visa yang Anda butuhkan, lalu siapkan dokumen seperti paspor, foto, dan bukti akomodasi. Anda bisa mengajukan secara online melalui platform resmi atau melalui agen perjalanan yang ditunjuk. Setelah melengkapi formulir dan membayar biaya, tunggu proses persetujuan visa Anda.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2312_audio4_response.wav,4.688,2.54,11.913,19.147,,,
2312_audio5.wav,audio5,ya aki uri dubuk flaik ilha jeddah al usbu'un lqadim hal bisa bantu aji da abdal skedul warih latan mubashirah,"Tentu, saya bisa bantu Anda mencari informasi tentang penerbangan ke Jeddah. Untuk jadwal dan penerbangan langsung minggu depan, Anda bisa mengecek situs web maskapai penerbangan atau agregator penerbangan seperti Traveloka, Tiket.com, atau Skyscanner.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2312_audio5_response.wav,4.698,7.874,10.73,23.308,,,
2312_audio6.wav,audio6,Uri du arrange transport min jeddah ila madinah qadan,"Untuk transportasi dari Jeddah ke Madinah besok, Anda bisa menggunakan kereta cepat Haramain Express yang nyaman dan cepat. Alternatif lain adalah bus umum SAPTCO atau menyewa taksi pribadi/layanan mobil.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2312_audio6_response.wav,4.717,2.692,10.655,18.067,,,
2312_audio7.wav,audio7,Book flight ke Jeddah lalu lanjut ke Madinah. Schedule terbaik kapan?,"Saya tidak bisa langsung memesankan tiket, tetapi saya bisa bantu Anda mencari informasinya. Untuk jadwal terbaik, Anda bisa mencari penerbangan ke Jeddah dan kemudian mempertimbangkan waktu perjalanan ke Madinah menggunakan kereta cepat Haramain Express atau bus. Silakan cek situs web maskapai atau agen perjalanan online untuk opsi yang paling sesuai.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2312_audio7_response.wav,4.68,2.593,13.372,20.651,,,
2313_audio01.wav,audio01,"""I want to fly to Jeddah next week, can I help schedule?""","Tentu, saya bisa bantu Anda mencari informasi. Untuk jadwal penerbangan ke Jeddah minggu depan, Anda bisa mengecek situs web maskapai penerbangan atau aplikasi agen perjalanan online.",/Users/tinsarirauhana/UAS-Praktikum-Pemrosesan-Bahasa-Alami/data/corpus/output_tts/2313_audio01_response.wav,4.823,1.781,10.501,17.111,1.0,0.5926,
